Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpend,TotalPurchases,TotalChildren,CampaignAccepted,SpendPerPurchase,Edu_Encoded,Cluster,PCA1,PCA2
1955,PhD,Together,75261.0,0,0,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,69,1743,16,0,2,108.9375,4,0,3.248204453280684,0.7553300901289691
1970,Graduation,Widow,31880.0,1,0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,54,15,3,1,0,5.0,2,3,-1.8675687809695811,-0.3996926839150252
1951,Graduation,Married,53790.0,0,2,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,73,542,17,2,0,31.88235294117647,2,1,-0.16866605391083794,1.471066670917622
1971,PhD,Together,49269.0,1,0,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,53,890,22,1,0,40.45454545454545,4,2,0.8217867086700952,0.9922995222154783
1975,Graduation,Married,61456.0,0,1,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,49,1388,29,1,0,47.86206896551724,2,2,1.7774946535092633,-0.43316949822558526
1980,Graduation,Married,37406.0,1,0,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,44,17,3,1,0,5.666666666666667,2,3,-1.8335203031789238,-0.9228216520915759
1981,PhD,Together,56937.0,1,0,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,43,906,23,1,1,39.391304347826086,4,2,1.4415036860658474,0.21611997000362002
1978,Graduation,Married,38415.0,1,1,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,46,44,4,2,0,11.0,2,3,-2.1183081167724516,-0.14608264349497643
1988,Graduation,Single,20518.0,1,0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,36,25,4,1,0,6.25,2,3,-2.218157947724826,-1.388411348661799
1956,Graduation,Married,62503.0,0,1,18-02-2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,68,973,22,1,0,44.22727272727273,2,2,1.1337788122193362,0.6148661717466176
1972,PhD,Single,41644.0,1,1,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,52,31,4,2,0,7.75,4,1,-1.7981158048098007,1.3654004121325671
1977,Master,Married,55842.0,0,1,23-05-2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,47,518,16,1,0,32.375,3,2,0.06147950234076924,-0.02409041464418728
1972,PhD,Married,62010.0,0,1,23-10-2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,52,530,15,1,0,35.333333333333336,4,2,0.3057001673790134,0.9897430343027502
1977,Graduation,Married,41124.0,1,0,31-10-2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,47,506,14,1,0,36.142857142857146,2,3,-0.5250861528428186,-0.6744662659092572
1973,Master,Married,38961.0,1,0,30-12-2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,51,70,5,1,0,14.0,3,1,-1.4380506817018353,0.14601430175030639
1972,Master,Divorced,37760.0,1,0,11-08-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,52,54,5,1,0,10.8,3,1,-1.4711630011791907,0.18804708444286092
1974,Graduation,Single,32233.0,1,0,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,50,296,10,1,1,29.6,2,3,-0.7077545493757038,-0.826324018847005
1975,Graduation,Married,43057.0,0,1,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,49,266,11,1,0,24.181818181818183,2,3,-0.881669691038575,-0.5676120799042241
1960,Master,Together,83151.0,0,0,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,64,747,18,0,0,41.5,3,2,1.6364268611036317,0.62477744893097
1964,PhD,Divorced,78825.0,0,0,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,60,895,28,0,0,31.964285714285715,4,2,2.4118565242651115,0.9393390042966093
1976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,48,1053,15,1,0,70.2,3,2,0.6857816525066979,0.0018422574601367602
1974,Graduation,Married,60093.0,0,1,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,50,735,19,1,0,38.68421052631579,2,2,0.49595829377809303,-0.32135752849201893
1969,Graduation,Married,14045.0,1,0,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,55,20,4,1,0,5.0,2,3,-2.194554194491097,-0.4113937823723167
1952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,72,205,9,0,0,22.77777777777778,1,3,-0.8509031025614087,-0.40555718516234385
1958,PhD,Together,78952.0,0,1,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,66,2092,19,1,0,110.10526315789474,4,2,2.4735570566060168,1.6190810333375283
1976,Graduation,Divorced,46310.0,1,0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,48,309,12,1,0,25.75,2,3,-0.6992109611351018,-0.49904110052449746
1955,Graduation,Together,76005.0,0,0,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,69,1722,21,0,1,82.0,2,0,2.9395526673878445,-0.07398631723705885
1964,Master,Single,58308.0,0,1,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,60,900,11,1,0,81.81818181818181,3,2,0.24373020362721198,0.7372508747195342
1944,PhD,Divorced,55614.0,0,0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,80,682,19,0,1,35.89473684210526,4,2,1.7237009806894197,1.7321474315938479
1962,Master,Divorced,59432.0,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,62,663,19,1,0,34.89473684210526,3,2,0.6332760273053759,0.9436104512232554
1978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,46,43,5,1,0,8.6,2,3,-1.2337855946646206,-0.7025994976913448
1971,PhD,Together,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,53,1816,17,1,0,106.82352941176471,4,2,1.9705565478242628,1.0130844948670932
1949,PhD,Together,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,75,976,24,1,0,40.666666666666664,4,2,1.6728051870440857,2.276379684048882
1944,Graduation,Married,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,80,746,20,0,0,37.3,2,2,1.4008003898851955,0.7147926455066383
1950,Graduation,Together,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,74,64,4,2,0,16.0,2,1,-2.0905394278662177,1.3608885378294273
1961,Master,Together,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,63,32,4,1,0,8.0,3,1,-1.2176402220319948,0.7721326635865459
1990,Basic,Married,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,34,263,8,0,0,32.875,0,3,-1.4444499312748236,-3.296019100273736
1985,PhD,Married,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,39,1445,19,1,0,76.05263157894737,4,2,1.3145943420561113,0.17851586742141087
1956,Master,Together,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,68,46,4,1,0,11.5,3,1,-1.0901577095059656,1.1351896356737623
1953,Graduation,Widow,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,71,1210,26,0,0,46.53846153846154,2,2,1.8725797189230304,0.1808965603649492
1976,Graduation,Married,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,48,945,23,1,0,41.08695652173913,2,2,1.0644770824955154,-0.4208713530741954
1989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,35,1157,21,0,0,55.095238095238095,2,2,1.7784314725255301,-1.64430132013009
1992,Graduation,Married,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,32,137,7,0,0,19.571428571428573,2,3,-1.185403073713237,-2.054199928201108
1959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,65,730,19,1,0,38.421052631578945,2,2,0.6559467503217592,0.45711906770786515
1981,PhD,Together,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,43,216,9,1,1,24.0,4,1,-0.5296280008618464,0.12496582301734237
1979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,45,943,22,1,0,42.86363636363637,2,2,0.8273654602891577,-0.73100881489533
1964,Graduation,Married,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,60,347,13,2,1,26.692307692307693,2,1,-0.3956545722682615,0.4781298694800128
1959,Master,Together,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,65,1924,18,0,1,106.88888888888889,3,0,3.2775082647049696,0.33879687168353084
1946,PhD,Together,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,78,397,13,1,0,30.53846153846154,4,1,-0.1174163923723711,2.3031473978679666
1975,Master,Single,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,49,2089,21,0,0,99.47619047619048,3,2,2.831336352315215,-0.3934079024297869
1961,Graduation,Married,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,63,138,7,2,0,19.714285714285715,2,1,-1.722657026963954,0.6790668339518163
1990,Graduation,Single,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,34,42,4,1,0,10.5,2,3,-2.0908803538030436,-1.4443771889779193
1959,Graduation,Together,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,65,777,16,0,0,48.5625,2,2,1.1509908425988309,-0.09760771693369703
1944,Master,Married,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,80,1902,19,0,2,100.10526315789474,3,0,3.7134517068004405,0.8050278849063224
1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,59,52,5,2,0,10.4,2,1,-2.1006421445881602,0.5096582358470119
1987,Master,Single,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,37,1651,12,0,1,137.58333333333334,3,0,1.9948304720936745,-1.2926251053343514
1991,Graduation,Married,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,33,358,12,0,0,29.833333333333332,2,3,-0.4601522314158021,-1.9818936519577792
1953,Graduation,Married,70503.0,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,71,1727,15,0,2,115.13333333333334,2,0,2.879572389828406,-0.27197653063173155
1987,Graduation,Married,25545.0,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,37,210,7,1,0,30.0,2,3,-1.725647174122525,-1.3395005237448432
1986,Graduation,Married,32880.0,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,38,42,4,1,0,10.5,2,3,-1.8960548135212398,-1.1881235463829103
1958,PhD,Together,77863.0,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,66,1291,19,0,0,67.94736842105263,4,2,2.1735665221493243,1.1540332838800276
1977,Master,Married,50353.0,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,47,442,14,0,0,31.571428571428573,3,2,0.168171334763834,-0.5213855610477712
1964,Graduation,Single,61839.0,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,60,1895,16,0,0,118.4375,2,2,1.8691730394246946,-0.5305495793818381
1960,PhD,Married,49154.0,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,64,411,13,2,0,31.615384615384617,4,1,-0.5530358079516587,2.100497838006595
1975,2n Cycle,Widow,47682.0,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,49,521,15,1,0,34.733333333333334,1,3,-0.36816788753460256,-1.0626729374145367
1969,Graduation,Single,72679.0,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,55,1168,16,1,0,73.0,2,2,1.0056072820967283,-0.07721160892254451
1977,Master,Together,57954.0,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,47,493,16,2,1,30.8125,3,1,0.1194596077124593,0.3390536922835799
1962,Graduation,Married,65316.0,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,62,260,10,2,0,26.0,2,1,-0.7431302276695697,0.863260253189208
1982,Graduation,Single,28567.0,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,42,46,5,1,0,9.2,2,3,-1.8874398517109572,-1.009521795262483
1951,Master,Together,47352.0,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,73,319,12,1,0,26.583333333333332,3,1,-0.3291017744200415,1.4552194339382056
1967,Graduation,Together,44931.0,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,57,96,6,1,0,16.0,2,3,-1.2610127177099717,-0.1739295083261515
1967,Graduation,Divorced,76982.0,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,57,1062,15,0,1,70.8,2,2,1.842798193988557,-0.7999738043941779
1952,2n Cycle,Together,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,72,232,10,1,0,23.2,1,1,-0.5310800627710901,0.21837241437577148
1981,Master,Single,22944.0,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,43,76,6,1,0,12.666666666666666,3,3,-1.809154877136581,-0.3653909807905365
1977,2n Cycle,Together,25315.0,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,47,54,6,1,0,9.0,1,3,-1.941576253275895,-1.355575312793359
1969,Graduation,Widow,43638.0,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,55,201,9,1,0,22.333333333333332,2,3,-1.0050133061042978,-0.22584018133775846
1984,PhD,Single,42710.0,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,40,406,12,1,0,33.833333333333336,4,1,-0.5792861737847673,0.12958705912434573
1982,PhD,Married,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,42,1919,19,0,2,101.0,4,0,3.5557995652065726,-0.7163878823537442
1976,Graduation,Together,54058.0,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,48,662,18,1,0,36.77777777777778,2,2,0.1988330803337462,-0.5185166225543003
1990,2n Cycle,Married,24683.0,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,34,41,6,1,0,6.833333333333333,1,3,-2.0848298579222897,-2.0043349984119936
1964,Graduation,Widow,85620.0,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,60,1600,13,0,0,123.07692307692308,2,2,1.9576457643990497,-0.32978718094989057
1980,Graduation,Married,47850.0,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,44,134,7,1,0,19.142857142857142,2,3,-1.2054038833405012,-0.7723044866969576
1968,Graduation,Married,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,56,69,6,2,1,11.5,2,1,-1.8476642768721367,0.015533165892576606
1973,Master,Married,27159.0,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,21,4,2,0,5.25,3,1,-2.2572948423733203,0.5874126060148646
1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,61,54,5,2,0,10.8,1,1,-1.9724933450082507,0.0991476144330804
1989,Graduation,Single,21474.0,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,35,91,6,1,1,15.166666666666666,2,3,-1.5606832976860334,-1.7657044275874747
1971,PhD,Single,60504.0,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,53,526,16,1,0,32.875,4,2,0.34309729433378633,1.0141702155658132
1963,Graduation,Married,22419.0,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,61,162,7,0,0,23.142857142857142,2,3,-1.1734270327433378,-0.4953638149376996
1949,Master,Married,81698.0,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,75,1008,24,0,0,42.0,3,2,2.339817520604555,1.111052243761128
1952,Graduation,Together,43462.0,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,72,240,10,2,0,24.0,2,1,-1.1713320982926976,1.2900419869782576
1978,PhD,Single,54880.0,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,46,795,19,1,0,41.8421052631579,4,2,0.5881784740176436,0.5655288897036503
1982,Graduation,Married,79908.0,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,42,1772,18,0,1,98.44444444444444,2,0,2.6015281364326115,-1.6501112900734884
1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,54,64,6,0,0,10.666666666666666,1,3,-1.6683996024234118,-1.5895475550194724
1959,Graduation,Together,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,65,1957,19,1,4,103.0,2,0,4.181420275318791,-0.4776679243560441
1978,Graduation,Married,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,46,78,6,1,0,13.0,2,3,-1.6563248188941027,-0.8408573783580346
1980,Graduation,Single,81741.0,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,44,1572,19,0,0,82.73684210526316,2,2,2.1048541064936046,-1.1916300333072485
1971,Master,Together,71499.0,0,1,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,53,795,24,1,0,33.125,3,2,1.2757881029377334,0.40613137245629227
1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,54,889,21,1,0,42.333333333333336,1,2,0.7499818422876867,-0.8052291392979536
1963,PhD,Divorced,48799.0,0,1,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,61,331,12,1,0,27.583333333333332,4,1,-0.3076330164305681,1.295776986265397
1950,PhD,Together,52157.0,0,1,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,74,265,10,1,0,26.5,4,1,-0.2959353764272499,2.0915715190421174
1962,Graduation,Single,66565.0,0,1,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,62,1065,15,1,0,71.0,2,2,0.7739801029658063,0.3085008771621317
1951,Master,Together,29298.0,1,1,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,73,11,3,2,0,3.6666666666666665,3,1,-2.070685263008693,1.8628310141338442
1979,Graduation,Single,47691.0,0,1,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,45,21,3,1,0,7.0,2,3,-1.579400617258639,-0.7770605938039757
1970,Graduation,Together,38200.0,1,1,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,17,3,2,0,5.666666666666667,2,1,-2.1497931078117447,0.18572243984275852
1974,Graduation,Married,44989.0,0,1,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,50,369,11,1,0,33.54545454545455,2,3,-0.7371709667050679,-0.5172316204898711
1968,PhD,Married,38443.0,1,1,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,56,38,4,2,0,9.5,4,1,-1.8287311566431328,1.5582519238402428
1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,46,177,8,1,0,22.125,1,3,-1.3987909944518235,-1.3484619008706111
1970,PhD,Together,64413.0,0,1,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,54,279,11,1,0,25.363636363636363,4,1,-0.12674356832502717,1.0095606996762376
1981,Master,Married,36959.0,1,0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,43,62,5,1,0,12.4,3,3,-1.5686717215113288,-0.31637522480968033
1977,PhD,Married,61996.0,0,1,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,47,1230,18,1,3,68.33333333333333,4,0,2.4441646830423234,-0.16723913327402154
1968,Graduation,Married,51287.0,1,1,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,56,182,8,2,0,22.75,2,1,-1.3393003887998394,0.3672349417670955
1970,Graduation,Married,13260.0,1,1,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,54,49,6,2,0,8.166666666666666,2,3,-2.485905099028236,0.12006040782536039
1966,PhD,Together,47472.0,1,1,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,58,75,6,2,0,12.5,4,1,-1.4332894918763641,1.6961503024553575
1956,Master,Together,54603.0,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,68,227,10,2,0,22.7,3,1,-0.8574627949168508,1.7753849252019487
1974,PhD,Married,45207.0,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,50,215,10,2,1,21.5,4,1,-0.7019540460864335,1.0445257883073604
1951,Graduation,Together,40689.0,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,73,444,13,1,0,34.15384615384615,2,1,-0.4052344462024065,0.8174926909630931
1967,2n Cycle,Together,47821.0,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,57,47,4,2,0,11.75,1,3,-1.8999351847960484,-0.13856067793297677
1951,Master,Married,27450.0,0,0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,73,143,6,0,0,23.833333333333332,3,1,-0.9288656487969971,0.7674726815686658
1983,Graduation,Together,39453.0,1,0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,41,55,5,1,0,11.0,2,3,-1.6368516966309403,-1.00036808830383
1971,2n Cycle,Together,26850.0,1,1,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,53,63,7,2,0,9.0,1,3,-2.207583498871476,-0.5176308176965028
1955,Graduation,Widow,79800.0,0,0,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,69,1867,21,0,3,88.9047619047619,2,0,4.068504246402149,-0.5675471886665605
1961,Master,Married,61794.0,0,1,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,63,611,18,1,0,33.94444444444444,3,2,0.580460007619752,0.9882744178674826
1955,Graduation,Together,53863.0,0,1,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,69,473,15,1,1,31.533333333333335,2,2,0.47174125207210543,0.3270867441487758
1959,Graduation,Together,24221.0,0,0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,65,55,5,0,0,11.0,2,3,-1.3229602668210774,-0.23553674058542512
1984,PhD,Single,39684.0,1,0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,40,81,5,1,0,16.2,4,1,-1.4184635732916917,0.10300132172441089
1975,Master,Married,92163.0,0,0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,49,2086,21,0,2,99.33333333333333,3,0,3.993631699655475,-0.8602831277928034
1965,Master,Single,69882.0,0,0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,59,1478,19,0,0,77.78947368421052,3,2,1.9964709556852411,0.22129393647047776
1977,Graduation,Together,33178.0,1,0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,47,49,4,1,0,12.25,2,3,-1.806375679630041,-0.7868596502743982
1972,PhD,Married,59973.0,0,0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,52,382,14,0,0,27.285714285714285,4,2,0.48310505482847016,0.3714994168990433
1975,Master,Together,17459.0,1,0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,49,69,6,1,0,11.5,3,3,-1.8923344768580244,-0.14140596844250844
1969,Graduation,Divorced,23910.0,1,0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,55,67,5,1,0,13.4,2,3,-1.8482701475103993,-0.27369914332102535
1969,Master,Married,42169.0,1,1,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,55,30,4,2,0,7.5,3,1,-1.8664587525137482,0.8661833834325057
